,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,_strategy,_equity_curve,
407,3116 days,99.90689013,117404.3325,171697.4245,1074.043325,703.458242,33.50381251,50.86402937,0.658693637,1.345240317,0.587713845,-57.00701585,-9.736931286,584 days,63 days,597,56.11390285,14.50331126,-20.43429343,0.543910938,58 days,9 days,1.337569123,GeneticStrategy,"                 Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.0000     0.000000              NaT
2004-08-20   10000.0000     0.000000              NaT
2004-08-23   10121.5000     0.000000              NaT
2004-08-24   10594.9900     0.000000              NaT
2004-08-25   10483.9300     0.010482              NaT
...                 ...          ...              ...
2013-02-25  115168.4325     0.329236              NaT
2013-02-26  115075.6325     0.329777              NaT
2013-02-27  116474.8825     0.321627              NaT
2013-02-28  116680.7825     0.320428              NaT
2013-03-01  117404.3325     0.316214         584 days

[2148 rows x 3 columns]",
408,3116 days,99.90689013,70708.764,70766.184,607.08764,703.458242,25.79369452,46.45333493,0.555260339,1.04910464,0.48842376,-52.81007317,-6.349688402,546 days,50 days,598,53.67892977,13.79027612,-20.43429343,0.289815789,58 days,9 days,1.199128175,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23  10121.500     0.000000              NaT
2004-08-24  10594.990     0.000000              NaT
2004-08-25  10483.930     0.010482              NaT
...               ...          ...              ...
2013-02-25  69367.224     0.019769              NaT
2013-02-26  69311.544     0.020556              NaT
2013-02-27  70151.094     0.008692              NaT
2013-02-28  70274.634     0.006946              NaT
2013-03-01  70708.764     0.000811          10 days

[2148 rows x 3 columns]",
409,3116 days,99.90689013,141838.992,184719.306,1318.38992,703.458242,36.4981805,51.96291959,0.702388949,1.45858858,0.704437082,-51.81183877,-8.031089895,584 days,51 days,608,55.92105263,13.79027612,-20.43429343,0.500739308,58 days,8 days,1.315642582,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  139140.492     0.246746              NaT
2013-02-26  139028.492     0.247353              NaT
2013-02-27  140717.242     0.238210              NaT
2013-02-28  140965.742     0.236865              NaT
2013-03-01  141838.992     0.232138         584 days

[2148 rows x 3 columns]",
410,3116 days,96.83426443,10013.1665,24651.721,0.131665,703.458242,0.015437763,36.23566328,0.000426038,0.000626235,0.000187245,-82.44693951,-8.377173044,1975 days,99 days,468,50.64102564,20.43429343,-13.79027612,0.023445413,56 days,9 days,1.067659915,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25   9828.1265     0.601321              NaT
2013-02-26   9820.4465     0.601632              NaT
2013-02-27   9936.2465     0.596935              NaT
2013-02-28   9953.2865     0.596244              NaT
2013-03-01  10013.1665     0.593815        1975 days

[2148 rows x 3 columns]",
411,3116 days,99.90689013,253244.7025,253451.9425,2432.447025,703.458242,46.10368193,56.0095898,0.823139075,1.840085881,0.868465572,-53.08636683,-6.145717766,445 days,40 days,614,55.53745928,13.79027612,-20.43429343,0.607102165,58 days,9 days,1.377893449,GeneticStrategy,"                 Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.0000     0.000000              NaT
2004-08-20   10000.0000     0.000000              NaT
2004-08-23   10121.5000     0.000000              NaT
2004-08-24   10594.9900     0.000000              NaT
2004-08-25   10483.9300     0.010482              NaT
...                 ...          ...              ...
2013-02-25  248402.8225     0.019921              NaT
2013-02-26  248201.8625     0.020714              NaT
2013-02-27  251231.9625     0.008759              NaT
2013-02-28  251677.8425     0.007000              NaT
2013-03-01  253244.7025     0.000818          10 days

[2148 rows x 3 columns]",
412,3116 days,79.60893855,146246.8925,146366.3525,1362.468925,703.458242,36.98914116,41.93374031,0.882085425,1.910370807,0.562618089,-65.74467101,-4.770050849,710 days,33 days,282,59.92907801,14.19262556,-13.79027612,0.922111729,48 days,9 days,1.572908144,GeneticStrategy,"                 Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.0000     0.000000              NaT
2004-08-20   10000.0000     0.000000              NaT
2004-08-23    9878.5000     0.012150              NaT
2004-08-24    9470.8000     0.052920              NaT
2004-08-25    9572.5000     0.042750              NaT
...                 ...          ...              ...
2013-02-25  143455.8725     0.019885              NaT
2013-02-26  143340.0325     0.020676              NaT
2013-02-27  145086.6825     0.008743              NaT
2013-02-28  145343.7025     0.006987              NaT
2013-03-01  146246.8925     0.000816          10 days

[2148 rows x 3 columns]",
413,3116 days,96.83426443,10013.1665,24651.721,0.131665,703.458242,0.015437763,36.23566328,0.000426038,0.000626235,0.000187245,-82.44693951,-8.377173044,1975 days,99 days,468,50.64102564,20.43429343,-13.79027612,0.023445413,56 days,9 days,1.067659915,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25   9828.1265     0.601321              NaT
2013-02-26   9820.4465     0.601632              NaT
2013-02-27   9936.2465     0.596935              NaT
2013-02-28   9953.2865     0.596244              NaT
2013-03-01  10013.1665     0.593815        1975 days

[2148 rows x 3 columns]",
414,3116 days,66.5735568,479.707,10000.784,-95.20293,703.458242,-29.97482963,21.0531928,0,0,0,-95.20330606,-72.11716053,2935 days,1558 days,373,39.67828418,20.43429343,-13.79027612,-0.861826357,42 days,7 days,0.7194807,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25    479.707     0.952033              NaT
2013-02-26    479.707     0.952033              NaT
2013-02-27    479.707     0.952033              NaT
2013-02-28    479.707     0.952033              NaT
2013-03-01    479.707     0.952033        2935 days

[2148 rows x 3 columns]",
415,3116 days,99.90689013,137113.975,145553.256,1271.13975,703.458242,35.95671072,51.33408292,0.700445175,1.44358427,0.776537922,-46.30386966,-6.575035874,560 days,41 days,576,55.38194444,13.31568498,-20.43429343,0.429253165,58 days,9 days,1.275412771,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23    9878.500     0.012150              NaT
2004-08-24    9470.800     0.052920              NaT
2004-08-25    9572.500     0.042750              NaT
...                ...          ...              ...
2013-02-25  134492.575     0.075991              NaT
2013-02-26  134383.775     0.076738              NaT
2013-02-27  136024.275     0.065467              NaT
2013-02-28  136265.675     0.063809              NaT
2013-03-01  137113.975     0.057981         560 days

[2148 rows x 3 columns]",
416,3116 days,99.90689013,42478.1385,65646.781,324.781385,703.458242,18.49373559,45.84399378,0.403405857,0.724158658,0.220687633,-83.80050729,-8.359027727,1942 days,89 days,416,51.68269231,20.43429343,-13.79027612,0.347269455,56 days,8 days,1.231286548,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23  10121.5000     0.000000              NaT
2004-08-24  10594.9900     0.000000              NaT
2004-08-25  10483.9300     0.010482              NaT
...                ...          ...              ...
2013-02-25  41676.2985     0.365143              NaT
2013-02-26  41643.0185     0.365650              NaT
2013-02-27  42144.8185     0.358006              NaT
2013-02-28  42218.6585     0.356882              NaT
2013-03-01  42478.1385     0.352929        1942 days

[2148 rows x 3 columns]",
417,3116 days,99.8603352,37377.4005,56058.3435,273.774005,703.458242,16.72868774,45.21030551,0.370019347,0.652906721,0.199771339,-83.73917792,-8.614373028,1942 days,90 days,418,51.9138756,20.43429343,-13.79027612,0.360470917,56 days,8 days,1.237273268,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25  36668.0805     0.345894              NaT
2013-02-26  36638.6405     0.346419              NaT
2013-02-27  37082.5405     0.338501              NaT
2013-02-28  37147.8605     0.337336              NaT
2013-03-01  37377.4005     0.333241        1942 days

[2148 rows x 3 columns]",
418,3116 days,99.90689013,33888.8235,49794.1765,238.888235,703.458242,15.39457673,44.49283333,0.346001268,0.603427869,0.182806625,-84.21235664,-9.060284935,1942 days,102 days,421,52.49406176,20.43429343,-13.79027612,0.333255405,56 days,8 days,1.224381397,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.0000     0.000000              NaT
2004-08-20  10000.0000     0.000000              NaT
2004-08-23   9878.5000     0.012150              NaT
2004-08-24   9470.8000     0.052920              NaT
2004-08-25   9572.5000     0.042750              NaT
...                ...          ...              ...
2013-02-25  33241.1835     0.332428              NaT
2013-02-26  33214.3035     0.332968              NaT
2013-02-27  33619.6035     0.324829              NaT
2013-02-28  33679.2435     0.323631              NaT
2013-03-01  33888.8235     0.319422        1942 days

[2148 rows x 3 columns]",
419,3116 days,99.90689013,3086.696,35943.8805,-69.13304,703.458242,-12.88193551,31.50489755,0,0,0,-95.12272611,-8.950319807,2593 days,134 days,491,45.62118126,20.43429343,-13.79027612,-0.288866825,56 days,8 days,0.929373592,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25   3132.956     0.912838              NaT
2013-02-26   3134.876     0.912784              NaT
2013-02-27   3105.926     0.913590              NaT
2013-02-28   3101.666     0.913708              NaT
2013-03-01   3086.696     0.914125        2593 days

[2148 rows x 3 columns]",
420,3116 days,99.90689013,10240.515,34301.3865,2.40515,703.458242,0.279217683,37.27544509,0.00749066,0.011177479,0.003245355,-86.03609216,-8.540880283,2653 days,119 days,476,49.78991597,20.43429343,-14.50331126,-0.017434123,56 days,8 days,1.048208866,GeneticStrategy,"               Equity  DrawdownPct DrawdownDuration
2004-08-19  10000.000     0.000000              NaT
2004-08-20  10000.000     0.000000              NaT
2004-08-23   9878.500     0.012150              NaT
2004-08-24   9470.800     0.052920              NaT
2004-08-25   9572.500     0.042750              NaT
...               ...          ...              ...
2013-02-25  10432.585     0.695855              NaT
2013-02-26  10440.905     0.695613              NaT
2013-02-27  10315.455     0.699270              NaT
2013-02-28  10296.995     0.699808              NaT
2013-03-01  10240.515     0.701455        2653 days

[2148 rows x 3 columns]",
421,3116 days,79.74860335,103225.128,103309.608,932.25128,703.458242,31.50301825,40.36862778,0.780383679,1.558881345,0.867611365,-36.31005716,-5.890853756,679 days,48 days,325,55.69230769,13.79027612,-14.19262556,0.631606843,48 days,10 days,1.399368539,GeneticStrategy,"                Equity  DrawdownPct DrawdownDuration
2004-08-19   10000.000     0.000000              NaT
2004-08-20   10000.000     0.000000              NaT
2004-08-23   10121.500     0.000000              NaT
2004-08-24   10594.990     0.000000              NaT
2004-08-25   10483.930     0.010482              NaT
...                ...          ...              ...
2013-02-25  101251.368     0.019923              NaT
2013-02-26  101169.448     0.020716              NaT
2013-02-27  102404.648     0.008760              NaT
2013-02-28  102586.408     0.007000              NaT
2013-03-01  103225.128     0.000818          10 days

[2148 rows x 3 columns]",
